name,house,Dívida,Capacidade de pagamento anual,Dívida_sum,Dívida_porcentagem,Dívida_abc_class,Capacidade de pagamento anual_sum,Capacidade de pagamento anual_porcentagem,Capacidade de pagamento anual_abc_class
Wyl the Whittler,,29278.0,51555.0,83924587.0,91.94618755650869,C,61752780.0,64.84298937609887,B
Lotho Lornel,,60107.0,51442.0,59464240.0,65.14789478731956,B,61804222.0,64.89700561730267,B
Ghost of High Heart,,42184.0,51392.0,75779986.0,83.02311700128597,C,61855614.0,64.95096935642529,B
Humfrey Hewett,House Hewett,50318.0,51385.0,68885272.0,75.46939896401416,B,61906999.0,65.00492574525654,B
Bhakaz zo Loraq,House of Loraq,39475.0,51381.0,78062147.0,85.52340935709046,C,61958380.0,65.0588779339213,B
Samwell Spicer,House Spicer,56617.0,51353.0,62845032.0,68.85182645303684,B,62009733.0,65.1128007214206,B
Skittrick,House Stark,67821.0,51341.0,50461606.0,55.28477953282802,B,62061074.0,65.16671090842041,B
Theo Wull,House Wull,78457.0,51294.0,35586592.0,38.98799600323267,A,62112368.0,65.2205717434639,B
Nymos,,9682.0,51278.0,90425311.0,99.06825761396514,C,62163646.0,65.27441577784143,B
Vayon Poole,House Poole,26038.0,51264.0,85475950.0,93.64583146856307,C,62214910.0,65.32824511163624,B
Will (Standfast),House Osgrey,84080.0,51253.0,26960895.0,29.53784578482749,A,62266163.0,65.38206289497316,B
Emmon Cuy,House Cuy,15582.0,51246.0,89240461.0,97.77015840108096,C,62317409.0,65.43587332801873,B
Lucifer Hardy,House Hardy,87832.0,51215.0,21121428.0,23.140236368983196,A,62368624.0,65.48965120977395,B
Skahaz mo Kandaq,House of Kandaq,10486.0,51185.0,90324498.0,98.9578088010787,C,62419809.0,65.54339759028048,B
Lucion Lannister,House Lannister,77971.0,51154.0,36133572.0,39.58725692863536,A,62470963.0,65.59711141949667,B
Aegon V Targaryen,,50638.0,51147.0,68481568.0,75.02710850983162,B,62522110.0,65.6508178984215,B
Ryam,,13300.0,51122.0,89726497.0,98.30265023467456,C,62573232.0,65.70449812630572,B
Uller,House Greyjoy,54806.0,51112.0,64627219.0,70.80435676650471,B,62624344.0,65.75816785377371,B
Hugor of the Hill,,95111.0,51111.0,9081158.0,9.94914466124557,A,62675455.0,65.8118365312001,B
Della Frey,House Frey,29485.0,51086.0,83777681.0,91.7852401260593,C,62726541.0,65.86547895758588,B
Sam Stoops,House Osgrey,8365.0,51068.0,90622604.0,99.28440808702717,C,62777609.0,65.91910248322243,B
Helicent Uffering,House Uffering,28647.0,51040.0,84301329.0,92.35893895428936,C,62828649.0,65.97269660769352,B
Carrot,House Royce of the Gates of the Moon,73277.0,50861.0,44328255.0,48.565196374249,A,62879510.0,66.02610277471399,B
Bonifer Hasty,House Hasty,10727.0,50849.0,90260982.0,98.88822187479643,C,62930359.0,66.07949634123497,B
Herbert Bolling,House Bolling,24531.0,50815.0,86005424.0,94.2259131520189,C,62981174.0,66.13285420634074,B
Watt,Night's Watch,22009.0,50770.0,86928177.0,95.23686385716007,C,63031944.0,66.18616481957345,B
Othor,Night's Watch,69311.0,50770.0,48540098.0,53.17961177121209,B,63082714.0,66.23947543280616,B
Moonshadow,,62229.0,50750.0,56895963.0,62.3341391624147,B,63133464.0,66.2927650452064,B
Myles Smallwood,House Smallwood,95820.0,50712.0,7267993.0,7.962675437859376,A,63184176.0,66.34601475602493,B
Bearded Ben,Night's Watch,11968.0,50696.0,90014977.0,98.61870345738868,C,63234872.0,66.39924766617749,B
Bess Bracken,House Bracken,89757.0,50663.0,17305155.0,18.959199969902198,A,63285535.0,66.45244592495646,B
Crawn,Moon Brothers,56104.0,50578.0,63352238.0,69.40751173756242,B,63336113.0,66.50555493019743,B
Lady of the Leaves,,34431.0,50577.0,81523679.0,89.31579823717941,C,63386690.0,66.55866288539679,B
Bass,Night's Watch,56731.0,50561.0,62675062.0,68.6656105411375,B,63437251.0,66.61175403993013,B
Wyman Manderly,House Manderly,3878.0,50523.0,91163802.0,99.87733436277051,C,63487774.0,66.66480529288181,B
Saathos,,20410.0,50485.0,87564504.0,95.93401166307386,C,63538259.0,66.71781664425178,B
Gyles Farwynd,House Farwynd of the Lonely Light,61499.0,50429.0,57825292.0,63.35229440857281,B,63588688.0,66.77076919329082,B
Aegon Frey (son of Stevron),House Frey,69172.0,50429.0,48886164.0,53.558755124552995,B,63639117.0,66.82372174232987,B
Rodrik Harlaw,House Harlaw,33188.0,50418.0,82097437.0,89.9443966320699,C,63689535.0,66.87666274091106,B
Vardis Egen,House Egen,93230.0,50370.0,11721176.0,12.84149836660916,A,63739905.0,66.9295533374943,B
Rusty Flowers,Night's Watch,5947.0,50340.0,90952501.0,99.6458369902916,C,63790245.0,66.98241243282884,B
Sylas Flatnose,,582.0,50317.0,91273618.0,99.9976466918941,C,63840562.0,67.03524737720603,B
Roose Ryswell,House Ryswell,97632.0,50316.0,5238168.0,5.738837623121125,A,63890878.0,67.0880812715416,B
Likely Luke,Brotherhood Without Banners,83712.0,50241.0,27464271.0,30.089334993912843,A,63941119.0,67.1408364127554,B
Rhaenys Targaryen (daughter of Aemon),House Targaryen,67819.0,50109.0,50529425.0,55.35908074438948,B,63991228.0,67.19345294847487,B
Blane,Night's Watch,60298.0,50092.0,59223518.0,64.88416432462478,B,64041320.0,67.24605163348674,B
Aubrey Ambrose,House Ambrose,24027.0,50066.0,86151022.0,94.3854275624485,C,64091386.0,67.29862301741642,B
Othell Yarwyck,House Yarwyck,98497.0,50060.0,3473551.0,3.8055566687876388,A,64141446.0,67.35118810109633,B
S'vrone,,12653.0,50010.0,89855643.0,98.44414014558913,C,64191456.0,67.40370068269506,B
Timett (father),Burned Men,58823.0,49968.0,60594874.0,66.38659597773191,B,64241424.0,67.45616916254559,B
Emma,,98000.0,49944.0,4357840.0,4.774366944233588,A,64291368.0,67.50861244139718,B
Rhaenys Targaryen (daughter of Rhaegar),House Targaryen,21263.0,49928.0,87272688.0,95.61430358196063,C,64341296.0,67.56103891958277,B
Clarence Crabb,House Crabb,37903.0,49928.0,79103426.0,86.6642149023433,C,64391224.0,67.61346539776837,B
Joss,,56304.0,49886.0,63183760.0,69.22293043259697,B,64441110.0,67.66584777420577,B
Robert Arryn,House Arryn,93224.0,49884.0,11814400.0,12.943632814870048,A,64490994.0,67.71822805055993,B
Jeyne Swann,House Swann,56233.0,49847.0,63239993.0,69.2845382420565,B,64540841.0,67.770569475374,B
Donnel Hill,Night's Watch,64625.0,49832.0,53910729.0,59.063573347606855,B,64590673.0,67.82289514956373,B
Leo Blackbar,House Blackbar,32180.0,49815.0,82489169.0,90.37357078986332,C,64640488.0,67.87520297304586,B
Tremond Gargalen,House Gargalen,20508.0,49797.0,87544094.0,95.9116508537436,C,64690285.0,67.92749189577874,B
Elia Martell,,54150.0,49773.0,65443406.0,71.69855578095067,B,64740058.0,67.97975561751268,B
Dagon Ironmaker,House Ironmaker,560.0,49773.0,91274744.0,99.99888031616192,C,64789831.0,68.0320193392466,B
Daella Targaryen (daughter of Jaehaerys I),House Targaryen,58800.0,49752.0,60653674.0,66.45101614375935,B,64839583.0,68.08426101010645,B
Jommo,,82649.0,49741.0,29130736.0,31.915082476546953,A,64889324.0,68.13649113050842,B
Criston Cole,House Cole,77168.0,49739.0,37840742.0,41.457600038108694,A,64939063.0,68.18871915082714,B
Nightingale,,56899.0,49714.0,62504716.0,68.47898269076154,B,64988777.0,68.24092092010528,B
Jack-Be-Lucky,Brotherhood without banners,99608.0,49689.0,898730.0,0.9846315614595882,A,65038466.0,68.29309643834281,B
Byan Votyris,,26919.0,49631.0,85078861.0,93.21078828305862,C,65088097.0,68.34521105416619,B
Manfred Dondarrion,House Dondarrion,65885.0,49615.0,52734813.0,57.775262055867046,B,65137712.0,68.39730886932358,B
Alicent Hightower,House Hightower,21314.0,49611.0,87251425.0,95.59100824199054,C,65187323.0,68.44940248431448,B
Lorent Tyrell,House Tyrell,2248.0,49574.0,91236762.0,99.95726795653515,C,65236897.0,68.5014572477653,B
Jeyne Lothston,House Lothston,52015.0,49564.0,67404155.0,73.84671523874147,B,65286461.0,68.55350151079989,B
Jorah Stark,House Stark,15135.0,49506.0,89332443.0,97.87093213767169,C,65335967.0,68.6054848714203,B
Gendel,,82820.0,49487.0,29048087.0,31.824533797941505,A,65385454.0,68.65744828124987,B
Terrence Kenning,House Kenning of Kayce,37244.0,49468.0,79591707.0,87.19916631540512,C,65434922.0,68.70939174028858,B
Shirei Frey,House Frey,11309.0,49410.0,90107019.0,98.71954292884269,C,65484332.0,68.76127429691313,B
Mully,Night's Watch,64927.0,49379.0,53781294.0,58.92176681376742,B,65533711.0,68.81312430224735,B
Amory Lorch,House Lorch,48651.0,49372.0,70317961.0,77.03902588996075,B,65583083.0,68.86496695729019,B
Husband,,65054.0,49351.0,53716367.0,58.85063402261669,B,65632434.0,68.91678756145893,B
Mysaria,,23423.0,49333.0,86316184.0,94.56637592063593,C,65681767.0,68.96858926487846,B
Bella,,7504.0,49330.0,90749904.0,99.42387555531444,C,65731097.0,69.0203878181731,B
Dermot,House Baratheon of Dragonstone,53418.0,49279.0,66143318.0,72.46536610823951,B,65780376.0,69.07213281934496,B
Morton Waynwood,House Waynwood,40934.0,49247.0,76896406.0,84.24624560258415,C,65829623.0,69.12384421918485,B
Harry Strickland,House Strickland,74895.0,49141.0,42405332.0,46.4584783654404,A,65878764.0,69.17544431461263,B
Colin Florent,House Florent,49449.0,49118.0,69386210.0,76.01821714648771,B,65927882.0,69.22702025908308,B
Gallard,,74711.0,49104.0,42629611.0,46.70419418884965,A,65976986.0,69.27858150297078,B
Harrold Westerling,House Westerling,53638.0,49099.0,65982760.0,72.28946180522878,B,66026085.0,69.33013749665037,B
Walda Rivers (daughter of Aemon),House Frey,98397.0,49014.0,3670438.0,4.021262335941393,A,66075099.0,69.38160423679194,B
Gariss,House Stark,85257.0,48953.0,25268414.0,27.683595665469408,A,66124052.0,69.43300692439448,B
Mors Manwoody,House Manwoody,11254.0,48928.0,90118273.0,98.7318725980344,C,66172980.0,69.48438336095643,B
Lucas Nayland,House Nayland,45637.0,48908.0,73271290.0,80.27463719121239,C,66221888.0,69.53573879668589,B
Rymolf,House Greyjoy,10978.0,48900.0,90196087.0,98.81712414223946,C,66270788.0,69.58708583208238,B
Oswyn,Kingswood Brotherhood,54385.0,48890.0,65063498.0,71.28233577355023,B,66319678.0,69.63842236706263,B
Andros Brax,House Brax,89903.0,48858.0,16945891.0,18.565597137798875,A,66368536.0,69.68972530071092,B
Aemon Costayne,House Costayne,67003.0,48813.0,51540462.0,56.46675372738039,B,66417349.0,69.74098098248615,B
Gormon Tyrell,Citadel,7006.0,48807.0,90830075.0,99.51170938406587,C,66466156.0,69.79223036401163,B
Flement Brax,House Brax,61027.0,48798.0,58315008.0,63.88881798044839,B,66514954.0,69.8434702951625,B
Symond Templeton,House Templeton,17684.0,48765.0,88570964.0,97.03667017157653,C,66563719.0,69.8946755749398,B
Jommy,House Baratheon,97802.0,48761.0,4945004.0,5.417652698745909,A,66612480.0,69.94587665455059,B
Tommen Baratheon,,86569.0,48719.0,22952399.0,25.14621350863273,A,66661199.0,69.99703363241319,B
Cressen,,88388.0,48718.0,19888032.0,21.788951078208427,A,66709917.0,70.04818956023416,B
Benedict,,84574.0,48717.0,26117903.0,28.61427972020525,A,66758634.0,70.09934443801352,B
Garth Greenfield,House Greenfield,1978.0,48597.0,91242907.0,99.96400030211743,C,66807231.0,70.15037331079805,B
Willow Heddle,Brotherhood Without Banners,15482.0,48552.0,89271498.0,97.80416195028153,C,66855783.0,70.20135493170949,B
Joanna Lannister,House Lannister,46131.0,48541.0,72583832.0,79.52147123038112,B,66904324.0,70.25232500216309,B
Joth Quickbow,,72487.0,48494.0,45347726.0,49.68210948785683,A,66952818.0,70.30324572066037,B
Ulwyck Uller,House Uller,55769.0,48492.0,63631778.0,69.71377046564584,B,67001310.0,70.3541643390744,B
Cleon,,29478.0,48454.0,83807159.0,91.8175356643953,C,67049764.0,70.40504305590673,B
Mance Rayder,,6388.0,48418.0,90903491.0,99.59214256279154,C,67098182.0,70.45588397124062,B
Syrio Forel,House Stark,85423.0,48371.0,24841767.0,27.21616929514456,A,67146553.0,70.5066755346182,B
Nissa Nissa,,17969.0,48277.0,88464218.0,96.91972127629145,C,67194830.0,70.55736839408314,B
Emphyria Vance,House Vance of Wayfarer's Rest,12938.0,48276.0,89804890.0,98.3885361203104,C,67243106.0,70.60806020350647,B
Edwyn Osgrey,House Osgrey,88186.0,48251.0,20417439.0,22.368959357733576,A,67291357.0,70.6587257618892,B
Philip Plumm,House Plumm,95011.0,48240.0,9556487.0,10.46990610848448,A,67339597.0,70.70937976981408,B
Moro,,50400.0,48188.0,68784631.0,75.35913859106917,B,67387785.0,70.75997917557451,B
Alyce Graceford,House Graceford,82638.0,48170.0,29213374.0,32.00561910376079,A,67435955.0,70.81055968058574,B
Ricasso,House Martell,4529.0,48166.0,91122879.0,99.83249989926132,C,67484121.0,70.86113598543047,B
Cerrick,House Webber,50311.0,48144.0,68935583.0,75.52451874246665,B,67532265.0,70.91168918935946,B
Lyonel Strong,House Strong,26827.0,48048.0,85132532.0,93.26958921385553,C,67580313.0,70.9621415892926,B
Jayne Bracken,House Bracken,99390.0,47993.0,1495857.0,1.638832590021759,A,67628306.0,71.01253623693643,B
Alesander Frey,House Frey,57548.0,47870.0,61990363.0,67.91546728843667,B,67676176.0,71.06280172946056,B
Emmond,Drowned men,35328.0,47751.0,80824525.0,88.54981836033016,C,67723927.0,71.11294226703147,B
Harren Botley,House Botley,35051.0,47690.0,81070701.0,88.8195241220983,C,67771617.0,71.16301875206334,B
Mezzara,House of Merreq,89125.0,47630.0,18556250.0,20.329875949767434,A,67819247.0,71.21303223459779,B
Aethelmure,,21836.0,47592.0,86950013.0,95.2607869650746,C,67866839.0,71.26300581555053,B
Rhonda Rowan,House Rowan,89204.0,47586.0,18377932.0,20.134514127221895,A,67914425.0,71.31297309625354,B
Naerys Targaryen,House Targaryen,80683.0,47500.0,32719672.0,35.847052765352856,A,67961925.0,71.3628500733769,B
Qarl Shepherd,House Shepherd,40113.0,47430.0,77545516.0,84.95739822112257,C,68009355.0,71.41265354758663,B
Mina Tyrell,House Tyrell,60849.0,47303.0,58497799.0,64.08908033705244,B,68056658.0,71.46232366651014,B
Corliss Penny,House Penny,82082.0,47296.0,30282994.0,33.177474511690214,A,68103954.0,71.51198643514229,B
Lucas Codd,House Codd,95787.0,47201.0,7363780.0,8.067617860363944,A,68151155.0,71.56154944982019,B
Lucas Inchfield,House Inchfield,76638.0,47057.0,39148449.0,42.890299052653255,A,68198212.0,71.61096125850429,B
Bronn,House Stokeworth,71278.0,47055.0,46714776.0,51.179823568941615,B,68245267.0,71.66037096710514,B
Greydon Goodbrother,House Goodbrother,29819.0,47043.0,83510663.0,91.4927002639452,C,68292310.0,71.7097680752065,B
Beth Cassel,House Cassel,41119.0,47040.0,76609236.0,83.93162759105194,C,68339350.0,71.759162033183,B
Tumberjon,Night's Watch,48966.0,46941.0,69976532.0,76.66496274597137,B,68386291.0,71.80845203703875,B
Wat (Barleycorn),House Osgrey,69330.0,46915.0,48470787.0,53.103675952716735,B,68433206.0,71.85771473981228,B
Jonos Frey,House Frey,22752.0,46863.0,86591771.0,94.86830381680939,C,68480069.0,71.9069228404214,B
Old Grey Gull,Drowned men,4106.0,46839.0,91144111.0,99.8557612762187,C,68526908.0,71.95610574003155,B
Rolland Uffering,House Uffering,21381.0,46824.0,87166117.0,95.49754641336014,C,68573732.0,72.00527288901732,B
Laena Velaryon,House Velaryon,22415.0,46822.0,86772710.0,95.06653715729978,C,68620554.0,72.05443793791986,B
Jurne,,60383.0,46821.0,58982250.0,64.61983567467404,B,68667375.0,72.10360193678078,B
Gilbert Farring,House Farring,36509.0,46781.0,79997928.0,87.64421434710282,C,68714156.0,72.15272393397674,B
Brogg,,87212.0,46716.0,21909125.0,24.003222279175397,A,68760872.0,72.20177767846717,B
Aemon Estermont,House Estermont,1043.0,46705.0,91268543.0,99.99208661804055,C,68807577.0,72.25081987249975,B
Symeon Star-Eyes,,8120.0,46704.0,90672087.0,99.3386207243662,C,68854281.0,72.2998610164907,B
Draqaz,,90305.0,46687.0,16405936.0,17.97403266930677,A,68900968.0,72.34888430977404,B
Robyn Rhysling,House Rhysling,42750.0,46669.0,75355105.0,82.55762542710406,C,68947637.0,72.39788870230815,B
Clubfoot Karl,Night's Watch,97980.0,46648.0,4455820.0,4.881711975991524,A,68994285.0,72.44687104396819,B
Barre,,82231.0,46565.0,29790208.0,32.63758750597612,A,69040850.0,72.49576623217344,B
Vickon Greyjoy,House Greyjoy,44561.0,46485.0,74171860.0,81.26128462181298,C,69087335.0,72.54457741704881,B
Jeyne Goodbrook,House Goodbrook,62203.0,46475.0,57082600.0,62.53861512375585,B,69133810.0,72.59337810150794,B
Salladhor Saan,House Baratheon of Dragonstone,41162.0,46462.0,76568117.0,83.88657839365598,C,69180272.0,72.64216513542597,B
Manfred Swann,House Swann,3945.0,46459.0,91156008.0,99.8687954040287,C,69226731.0,72.69094901921912,B
Ormond Osgrey,House Osgrey,94607.0,46431.0,10030509.0,10.98923563128465,A,69273162.0,72.7397035018468,B
Erik Ironmaker,House Ironmaker,8736.0,46429.0,90588834.0,99.2474103148036,C,69319591.0,72.78845588439125,B
Sherrit,,81104.0,46419.0,31910978.0,34.96106293975117,A,69366010.0,72.83719776651947,B
Bellonara Otherys,,37369.0,46413.0,79554463.0,87.15836249459686,C,69412423.0,72.88593334839794,B
Elwood,House Tully,41649.0,46333.0,75905474.0,83.16059927670177,C,69458756.0,72.9345849269465,B
Sawwood,Night's Watch,4765.0,46327.0,91104280.0,99.81212318722146,C,69505083.0,72.98323020524533,B
Edwyd Fossoway,House Fossoway of Cider Hall,18602.0,46315.0,88300200.0,96.74002626283081,C,69551398.0,73.03186288304468,B
Harys Haigh,House Haigh,73894.0,46297.0,43297911.0,47.43637100783137,A,69597695.0,73.0804766600948,B
Devan Seaworth,House Seaworth,24834.0,46186.0,85857503.0,94.06385370679881,C,69643881.0,73.1289738825247,B
Irri,House Targaryen,87707.0,46183.0,21296866.0,23.332442918090656,A,69690064.0,73.17746795482974,B
Nail,Second Sons,50422.0,46167.0,68734231.0,75.30392130590282,B,69736231.0,73.22594522646878,B
Archibald Yronwood,House Yronwood,86967.0,46055.0,22518602.0,24.670953733765433,A,69782286.0,73.27430489344597,B
Jaime Lannister,House Lannister,36420.0,45999.0,80070853.0,87.72410959553054,C,69828285.0,73.32260575809225,B
Roryn Drumm,House Drumm,57150.0,45972.0,62219692.0,68.16671579617311,B,69874257.0,73.37087827161469,B
Gerold Hightower,House Hightower,83403.0,45927.0,28383660.0,31.096600164385364,A,69920184.0,73.41910353326406,B
Garth XII Gardener,,1877.0,45875.0,91248662.0,99.9703053710883,C,69966059.0,73.467274192749,B
Tanselle,,31705.0,45846.0,82744084.0,90.65285083447012,C,70011905.0,73.51541440102686,B
Jaqen H'ghar,Faceless Men,93946.0,45839.0,10973039.0,12.021853642948338,A,70057744.0,73.56354725901335,B
Steffarion Sparr,House Sparr,66706.0,45798.0,51740698.0,56.68612849548696,B,70103542.0,73.61163706529327,B
Cedric Payne,House Payne,75366.0,45761.0,41428595.0,45.38838381263215,A,70149303.0,73.65968802003312,B
Podrick Payne,House Payne,63811.0,45752.0,55004187.0,60.2615452167227,B,70195055.0,73.70772952439835,B
Lancel V Lannister,,33626.0,45743.0,81863559.0,89.68816432611477,C,70240798.0,73.75576157838897,B
Arianne Martell,House Martell,67847.0,45709.0,50393785.0,55.21047613010446,B,70286507.0,73.80375793096438,B
Creighton Redfort,House Redfort,44708.0,45595.0,74038053.0,81.11468820760157,C,70332102.0,73.8516345787947,B
Selyse Florent,House Florent,75328.0,45576.0,41503923.0,45.47091174233476,A,70377678.0,73.89949127583418,B
Alyn Velaryon,House Velaryon,1547.0,45568.0,91258309.0,99.98087444152482,C,70423246.0,73.94733957254066,B
Alla Tyrell,House Tyrell,90850.0,45530.0,15862297.0,17.37843208020845,A,70468776.0,73.99514796766545,B
Warryn Beesbury,House Beesbury,66361.0,45511.0,52205958.0,57.1958585370842,B,70514287.0,74.04293641199938,B
Bennis,House Osgrey,29069.0,45367.0,84128666.0,92.16977264260922,C,70559654.0,74.0905736503395,B
Bennet,,45430.0,45325.0,73498795.0,80.52388735910472,C,70604979.0,74.13816678693144,B
Andrew Estermont,House Estermont,61608.0,45308.0,57702206.0,63.21744371885085,B,70650287.0,74.18574207281577,B
Lia Serry,House Serry,83594.0,45259.0,28049824.0,30.730855767345737,A,70695546.0,74.23326590666053,B
Zarabelo,,91814.0,45198.0,14218504.0,15.577523611250768,A,70740744.0,74.28072568796628,B
Poetess,,20250.0,45179.0,87625477.0,96.00081252673355,C,70785923.0,74.32816551848114,B
Tycho Nestoris,Iron Bank of Braavos,59122.0,45164.0,60359072.0,66.12825577382719,B,70831087.0,74.37558959837169,B
Mad Huntsman,Brotherhood without banners,88709.0,45115.0,19534118.0,21.401209604748754,A,70876202.0,74.42296222622264,B
Bael the Bard,,16960.0,45108.0,88865139.0,97.35896272839824,C,70921310.0,74.47032750378226,B
Garse Flowers,House Tyrell,42682.0,45071.0,75483254.0,82.69802304370691,C,70966381.0,74.51765392980178,B
Rosey,,25954.0,45050.0,85553832.0,93.73115751227988,C,71011431.0,74.5649583049472,B
Stalwart Shield,Unsullied,51204.0,45008.0,67972472.0,74.46935257711232,B,71056439.0,74.61221857834445,B
Luthor Tyrell,House Tyrell,45116.0,44999.0,73634452.0,80.67251059826768,C,71101438.0,74.65946940136708,B
Yellow Dick,House Bolton,77756.0,44995.0,36678637.0,40.18441981631795,A,71146433.0,74.7067160242232,B
Rolland Longthorpe,House Longthorpe,21638.0,44988.0,87080296.0,95.40352255164859,C,71191421.0,74.75395529678796,B
Waymar Royce,House Royce,28820.0,44971.0,84215321.0,92.26471021892054,C,71236392.0,74.80117671864512,B
Mullin,Night's Watch,89903.0,44952.0,16855988.0,18.467101114221272,A,71281344.0,74.84837818971144,B
Timoth,House Martell,35022.0,44893.0,81140766.0,88.89628600870904,C,71326237.0,74.89551770832196,B
Jeyne Poole,House Poole,25717.0,44877.0,85605457.0,93.78771688423846,C,71371114.0,74.9426404262665,B
Jeren,Night's Watch,47845.0,44855.0,70896229.0,77.67256535540879,B,71415969.0,74.98974004329531,B
Cregan Karstark,House Karstark,40730.0,44828.0,77100364.0,84.46969812337703,C,71460797.0,75.0368113092003,B
Sargon Botley,House Botley,84354.0,44801.0,26540254.0,29.0769994743183,A,71505598.0,75.08385422398143,B
Vickon Botley,House Botley,45711.0,44770.0,73042969.0,80.02449302917928,C,71550368.0,75.13086458747225,B
Jasper Redfort,House Redfort,72335.0,44762.0,45709577.0,50.07854658814915,B,71595130.0,75.17786655063007,B
Ashara Dayne,House Dayne,28394.0,44726.0,84386643.0,92.45240735640608,C,71639856.0,75.22483071228943,B
Jojen Reed,House Reed,41539.0,44721.0,76113398.0,83.38839687195832,C,71684577.0,75.27178962374069,B
Dywen,Night's Watch,28104.0,44719.0,84556053.0,92.63800974291468,C,71729296.0,75.31874643510868,B
Mya Stone,House Royce of the Gates of the Moon,69461.0,44716.0,48401457.0,53.02771931818134,B,71774012.0,75.36570009635182,B
Old Crackbones,,37635.0,44662.0,79329782.0,86.91220624760355,C,71818674.0,75.41259705534728,B
Alayaya,Chataya's brothel,8895.0,44658.0,90536093.0,99.18962827438776,C,71863332.0,75.45948981417624,B
Ulf the White,Blacks,38160.0,44653.0,78837128.0,86.37246385858872,C,71907985.0,75.50637732279708,B
Ryella Frey,House Frey,16999.0,44622.0,88848179.0,97.34038167370734,C,71952607.0,75.55323228012757,B
High Sparrow,Faith of the Seven,19503.0,44590.0,87843145.0,96.23928546378893,C,71997197.0,75.60005363612615,B
Arson,,5218.0,44585.0,91059578.0,99.76314852290585,C,72041782.0,75.64686974191656,B
Qalen,House Greyjoy,48731.0,44535.0,70220619.0,76.93237983891585,B,72086317.0,75.69363334562583,B
Tobho Mott,,38349.0,44428.0,78684074.0,86.20478079581386,C,72130745.0,75.74028459488135,B
Edric Dayne,House Dayne,4001.0,44333.0,91148112.0,99.86014469601932,C,72175078.0,75.78683609018262,B
Walton,House Bolton,53178.0,44320.0,66249703.0,72.58191949876378,B,72219398.0,75.83337393494278,B
Leonette Fossoway,House Fossoway,16036.0,44262.0,89113612.0,97.63118503984946,C,72263660.0,75.87985087728877,B
Dormund,,9443.0,44229.0,90453962.0,99.09964710676873,C,72307889.0,75.9262931682612,B
Symond Botley,House Botley,58106.0,44185.0,61237999.0,67.09119154365683,B,72352074.0,75.97268925740217,B
Marghaz zo Loraq,House of Loraq,5195.0,44179.0,91064773.0,99.76884006648599,C,72396253.0,76.0190790462934,B
Grunt,House Bolton,6826.0,44166.0,90864448.0,99.54936779166553,C,72440419.0,76.06545518464351,B
Bedwyck,Night's Watch,62182.0,44160.0,57144782.0,62.6067405449109,B,72484579.0,76.1118250227439,B
Aglantine,Faith of the Seven,56971.0,44160.0,62390894.0,68.35428146393205,B,72528739.0,76.15819486084429,B
Megga Tyrell,House Tyrell,10230.0,44140.0,90365682.0,99.00292921124321,C,72572879.0,76.20454369811219,B
Rafford,House Clegane,2582.0,44136.0,91220040.0,99.9389476501353,C,72617015.0,76.2508883352136,B
Delonne Allyrion,House Allyrion,62649.0,44132.0,56396618.0,61.78706624056159,B,72661147.0,76.29722877214853,B
Kennos of Kayce,House Kenning of Kayce,69184.0,44106.0,48816992.0,53.48297159182428,B,72705253.0,76.34354190800123,B
Nage,House Bolton,41097.0,44035.0,76691444.0,84.02169311841217,C,72749288.0,76.38978049089866,B
Baelor Blacktyde,House Blacktyde,69491.0,43989.0,48262522.0,52.87550476432047,B,72793277.0,76.4359707718814,B
Otter Gimpknee,,89540.0,43946.0,17663368.0,19.35165134631683,A,72837223.0,76.48211590107432,B
Abelar Hightower,House Hightower,56806.0,43944.0,62618331.0,68.60345713231264,B,72881167.0,76.528258930184,B
Jon Fossoway,House Fossoway of New Barrel,98654.0,43851.0,3276433.0,3.5895979224102046,A,72925018.0,76.57430430542267,B
Aenys I Targaryen,,79989.0,43828.0,33843804.0,37.07863048774633,A,72968846.0,76.62032552970399,B
Edwyn Frey,House Frey,99308.0,43799.0,1694515.0,1.8564785312237204,A,73012645.0,76.66631630277824,B
Beck,,58379.0,43791.0,61004956.0,66.83587404788256,B,73056436.0,76.71229867551949,B
Arwood Frey,House Frey,91677.0,43758.0,14585399.0,15.97948682238394,A,73100194.0,76.75824639688717,B
Daemon Targaryen,House Targaryen,23319.0,43749.0,86339503.0,94.59192377525487,C,73143943.0,76.80418466788024,B
Gerris Drinkwater,House Drinkwater,27228.0,43710.0,84970639.0,93.09222231013652,C,73187653.0,76.85008198724998,B
Willam Wythers,House Wythers,12164.0,43626.0,89978880.0,98.57915626805038,C,73231279.0,76.89589110312333,B
Jothos Slynt,House Slynt,54083.0,43578.0,65551603.0,71.81709436434639,B,73274857.0,76.94164981699875,B
Addam Velaryon,House Velaryon,64529.0,43573.0,54298105.0,59.48797515432519,B,73318430.0,76.98740328066604,B
Steffon Varner,House Varner,74851.0,43569.0,42480183.0,46.54048370297982,A,73361999.0,77.03315254416685,B
Amarei Crakehall,House Crakehall,67308.0,43558.0,51137564.0,56.02534631152808,B,73405557.0,77.07889025720979,B
Moon Boy,House Baratheon of King's Landing,76162.0,43536.0,40064996.0,43.894450581767785,A,73449093.0,77.12460486933702,B
Royce Coldwater,House Coldwater,31647.0,43506.0,82775731.0,90.68752268811417,C,73492599.0,77.17028798021553,B
Manfryd Yew,House Yew,62002.0,43477.0,57455294.0,62.946931609426315,B,73536076.0,77.21594063988697,B
